ip,continent,bgp_prefix_len,whois_network_age_days,provider_is_hosting,num_distinct_ports,has_80,has_443,web_server,http_root_any_present,http_any_status_class,http_any_redirect_like,http_any_body_size,http_any_supports_http2,http_any_is_html,http_any_meta_refresh,has_http_80_data,has_http_443_data,cert_age_days,cert_lifetime_days,cert_remaining_days,cert_validation_level,cert_is_letsencrypt,cert_san_count,cert_is_wildcard,cert_chain_len,has_cert_data,has_reverse_dns,num_dns_names_capped,dns_has_suspicious_tokens,has_dns_names_data,label
104.194.157.223,Europe,22,6.877296071497429,1,1.3862943611198906,1,1,nginx,1,2xx,0,6.484635235635252,0,0,0,1,1,3.4657359027997265,4.51085950651685,4.07753744390572,dv,1,1.3862943611198906,0,0.6931471805599453,1,1,3.9318256327243257,1,1,1
212.104.128.0,Europe,24,6.354370040797351,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.537334267018537,0,1,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,1,1,1
38.6.210.44,North America,21,7.166265974133638,0,1.791759469228055,1,1,nginx,1,2xx,0,7.190676034332207,1,1,0,1,1,3.6109179126442243,8.202756381655638,8.192570471152173,unknown,0,0.0,0,0.0,1,0,1.0986122886681096,0,1,1
162.240.171.116,North America,15,8.428799040653642,0,3.258096538021482,1,1,apache,1,3xx,1,5.099866427824199,0,1,1,1,1,4.02535169073515,4.51085950651685,3.5553480614894135,dv,1,1.0986122886681096,1,0.6931471805599453,1,1,3.9318256327243257,0,1,1
83.224.65.80,Europe,20,8.877381954654766,0,0.0,0,0,unknown,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,0.0,0,0,1
78.46.204.247,Europe,15,7.976251943745623,0,2.0794415416798357,1,1,nginx,1,2xx,0,10.11378899583704,1,1,0,1,1,4.290459441148391,4.51085950651685,2.8903717578961645,dv,1,2.70805020110221,0,0.6931471805599453,1,1,2.639057329615259,0,1,1
82.39.117.71,North America,24,6.077642243349034,1,1.6094379124341003,1,1,nginx,1,2xx,0,5.351858133476067,1,1,1,1,1,6.073044534100405,4.51085950651685,0.0,dv,1,1.0986122886681096,0,0.6931471805599453,1,0,1.0986122886681096,0,1,1
172.64.147.209,North America,24,8.300280189852664,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.537334267018537,0,1,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,1,1,1
199.15.163.133,North America,24,8.653645314551737,0,1.0986122886681096,1,1,unknown,1,3xx,1,0.0,0,0,0,1,1,4.143134726391533,4.51085950651685,3.332204510175204,dv,1,1.9459101490553132,1,0.6931471805599453,1,1,3.9318256327243257,1,1,1
188.114.97.7,North America,24,8.240648863374913,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.0238805208462765,1,1,0,1,1,3.8918202981106265,4.51085950651685,3.7376696182833684,dv,0,1.0986122886681096,1,1.0986122886681096,1,0,3.9318256327243257,1,1,1
192.99.81.101,North America,16,7.789454566086673,0,3.1354942159291497,1,1,nginx,1,3xx,1,5.44673737166631,0,1,0,1,1,4.2626798770413155,4.51085950651685,2.995732273553991,dv,1,1.0986122886681096,0,1.0986122886681096,1,1,3.9318256327243257,1,1,1
52.84.150.60,North America,24,7.656810091480378,0,1.0986122886681096,1,1,other,1,4xx,0,6.82001636467413,0,1,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,2.9444389791664403,0,1,1
207.148.125.216,Asia,21,0.0,0,1.3862943611198906,1,1,nginx,1,2xx,0,4.9344739331306915,1,1,0,1,1,3.4657359027997265,8.202756381655638,8.193953023563742,unknown,0,0.0,0,0.0,1,1,0.0,0,0,1
209.42.255.1,Europe,18,8.144969417087875,0,3.4339872044851463,1,1,other,1,2xx,0,4.859812404361672,1,1,0,1,1,6.928537818164665,5.902633333401366,0.0,unknown,0,2.3978952727983707,0,0.6931471805599453,1,1,3.9318256327243257,1,1,1
104.21.22.97,North America,20,8.379997952238393,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.537334267018537,0,1,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,1,1,1
172.67.188.91,North America,20,8.300280189852664,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.537334267018537,0,1,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,1,1,1
172.217.20.137,Europe,24,8.531096096585228,0,1.0986122886681096,1,1,other,1,3xx,1,5.393627546352361,1,1,0,1,1,8.313852267398207,8.608860379942062,7.24422751560335,unknown,0,0.6931471805599453,0,0.0,1,1,1.3862943611198906,0,1,1
148.66.3.116,Asia,24,0.0,0,1.9459101490553132,1,1,nginx,1,2xx,0,9.290167671835738,0,1,0,1,1,3.6635616461296463,4.51085950651685,3.9512437185814275,dv,1,0.6931471805599453,0,0.6931471805599453,1,0,1.9459101490553132,0,1,1
31.7.65.251,Asia,22,7.20414929203594,0,2.3978952727983707,1,1,nginx,1,4xx,0,4.990432586778736,1,1,0,1,1,4.394449154672439,4.51085950651685,2.302585092994046,dv,1,0.6931471805599453,0,1.0986122886681096,1,0,3.9318256327243257,1,1,1
38.127.216.159,Asia,24,9.45258041898138,0,1.791759469228055,1,1,nginx,1,2xx,0,11.090370147631774,1,1,0,1,1,3.9512437185814275,4.51085950651685,3.6635616461296463,dv,1,0.6931471805599453,0,0.6931471805599453,1,0,3.9318256327243257,0,1,1
179.43.150.242,Europe,24,8.410720946905721,0,1.3862943611198906,1,1,nginx,1,3xx,1,4.962844630259907,1,1,0,1,1,4.543294782270004,4.51085950651685,0.0,dv,1,0.6931471805599453,0,0.6931471805599453,1,1,0.6931471805599453,0,1,1
212.104.128.1,Europe,24,6.354370040797351,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.537334267018537,0,1,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,1,1,1
116.203.212.240,Europe,16,6.70073110954781,0,1.0986122886681096,1,1,nginx,1,3xx,1,5.883322388488279,0,1,1,1,1,4.394449154672439,4.51085950651685,2.302585092994046,dv,1,1.9459101490553132,0,0.6931471805599453,1,1,1.791759469228055,0,1,1
138.226.236.35,Europe,24,8.633908991112198,0,1.0986122886681096,1,1,unknown,1,4xx,0,3.8918202981106265,0,0,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,1.791759469228055,0,1,1
144.217.181.11,North America,16,8.150467911624004,0,0.0,0,0,unknown,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,1.0986122886681096,0,1,1
82.39.117.59,North America,24,6.077642243349034,1,1.6094379124341003,1,1,nginx,1,2xx,0,5.351858133476067,1,1,1,1,1,6.073044534100405,4.51085950651685,0.0,dv,1,1.0986122886681096,0,0.6931471805599453,1,0,1.3862943611198906,0,1,1
103.255.47.24,Asia,22,0.0,0,1.0986122886681096,1,1,iis,1,4xx,0,5.755742213586912,1,1,0,1,1,5.337538079701318,5.981414211254481,5.236441962829949,dv,0,4.143134726391533,0,0.6931471805599453,1,0,3.9318256327243257,1,1,1
43.162.115.222,North America,20,0.0,0,1.3862943611198906,1,1,unknown,1,4xx,0,3.8918202981106265,0,0,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,0,1,1
185.199.111.153,North America,24,8.085486772102845,0,1.0986122886681096,1,1,other,1,4xx,0,9.117786390365575,1,1,0,1,1,5.891644211825771,5.905361848054571,1.6094379124341003,dv,0,2.0794415416798357,1,1.0986122886681096,1,0,3.9318256327243257,1,1,1
72.21.210.29,North America,19,8.953381472167242,0,0.6931471805599453,1,0,unknown,1,4xx,0,5.4680601411351315,0,1,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,3.9318256327243257,1,1,1
52.5.117.114,North America,14,9.433003808053515,0,1.3862943611198906,1,1,unknown,1,4xx,0,2.995732273553991,0,0,0,1,1,5.241747015059643,5.981414211254481,5.332718793265369,dv,0,1.6094379124341003,1,1.0986122886681096,1,1,3.9318256327243257,0,1,1
5.57.226.200,Europe,22,8.446985296372741,1,1.0986122886681096,1,1,nginx,1,2xx,0,7.880804344674901,1,1,1,1,1,4.61512051684126,4.51085950651685,0.0,dv,1,3.4011973816621555,0,0.6931471805599453,1,0,1.9459101490553132,0,1,1
43.162.124.181,North America,20,0.0,0,1.3862943611198906,1,1,nginx,1,2xx,0,6.423246963533519,1,1,0,1,1,3.7376696182833684,4.51085950651685,3.8918202981106265,dv,1,0.6931471805599453,0,0.6931471805599453,1,0,3.9318256327243257,0,1,1
69.164.211.158,North America,20,7.063903961472068,1,3.367295829986474,1,1,other,1,5xx,0,5.976350909297934,0,1,0,1,1,4.330733340286331,5.84354441703136,5.594711379601839,dv,0,2.1972245773362196,0,1.3862943611198906,1,1,3.9318256327243257,0,1,1
20.239.97.157,Asia,10,8.025843344150903,0,1.9459101490553132,1,1,unknown,1,4xx,0,3.8918202981106265,0,0,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,1,1,1
160.251.71.119,Asia,24,0.0,0,1.6094379124341003,1,1,nginx,1,4xx,0,4.990432586778736,1,1,0,1,1,4.77912349311153,5.986452005284438,5.631211781821365,dv,0,1.0986122886681096,1,0.6931471805599453,1,1,3.9318256327243257,1,1,1
195.88.211.226,Asia,24,6.0867747269123065,0,3.4339872044851463,1,1,other,1,3xx,1,5.099866427824199,0,0,1,1,1,4.356708826689592,4.51085950651685,2.5649493574615367,dv,1,0.6931471805599453,0,0.6931471805599453,1,1,3.9318256327243257,0,1,1
37.27.37.67,Europe,16,6.70073110954781,0,1.3862943611198906,1,1,apache,1,2xx,0,8.462314529906248,0,1,0,1,1,4.465908118654584,4.51085950651685,1.3862943611198906,dv,1,1.0986122886681096,0,0.6931471805599453,1,1,1.0986122886681096,0,1,1
91.240.21.9,Europe,24,7.747164966520335,0,1.3862943611198906,1,1,unknown,1,3xx,1,0.0,0,0,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,1,1,1
176.53.12.17,Asia,21,8.015987811027237,0,2.995732273553991,1,1,apache,1,2xx,0,7.903965634032166,0,1,1,1,1,6.20050917404269,4.5217885770490405,0.0,dv,0,1.0986122886681096,0,1.0986122886681096,1,1,3.9318256327243257,0,1,1
190.92.174.125,Asia,24,6.54965074223381,0,3.258096538021482,1,1,other,1,2xx,0,10.206329136745731,0,1,1,1,1,6.880384082186005,4.51085950651685,0.0,dv,1,1.0986122886681096,1,1.0986122886681096,1,1,3.9318256327243257,1,1,1
43.157.61.30,Europe,18,0.0,0,1.0986122886681096,1,0,nginx,1,2xx,0,6.1463292576688975,0,1,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,1.3862943611198906,0,1,1
182.16.78.67,Asia,24,0.0,0,1.9459101490553132,1,1,nginx,1,2xx,0,9.507329003748263,0,1,0,1,1,3.7612001156935624,4.51085950651685,3.8712010109078907,dv,1,0.6931471805599453,0,0.6931471805599453,1,0,2.833213344056216,0,1,1
144.172.94.39,North America,24,6.052089168924417,1,1.3862943611198906,1,1,apache,1,2xx,0,9.275378768155406,0,1,0,1,1,3.8918202981106265,8.202756381655638,8.189244525735901,unknown,0,0.6931471805599453,0,0.0,1,1,0.6931471805599453,0,1,1
158.252.21.145,Asia,15,5.7745515455444085,0,1.3862943611198906,1,1,nginx,1,4xx,0,5.517452896464707,0,1,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,1.0986122886681096,0,1,1
82.39.117.51,North America,24,6.077642243349034,1,1.6094379124341003,1,1,nginx,1,2xx,0,5.351858133476067,1,1,1,1,1,6.073044534100405,4.51085950651685,0.0,dv,1,1.0986122886681096,0,0.6931471805599453,1,0,1.3862943611198906,0,1,1
212.104.128.2,Europe,24,6.354370040797351,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.537334267018537,0,1,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,1,1,1
47.77.231.95,North America,18,8.19946419761216,0,1.3862943611198906,1,1,nginx,1,2xx,0,7.186144304522325,0,1,0,1,1,3.5553480614894135,4.51085950651685,4.02535169073515,dv,1,0.6931471805599453,0,0.6931471805599453,1,0,2.9444389791664403,0,1,1
192.236.147.234,Europe,23,8.450412157725886,0,2.995732273553991,1,1,apache,1,2xx,0,10.725291765304336,1,1,0,1,1,4.454347296253507,5.983936280687191,5.739792912179234,dv,0,1.0986122886681096,0,1.0986122886681096,1,1,1.6094379124341003,0,1,1
76.223.105.230,North America,20,7.99799931797973,0,1.0986122886681096,1,1,unknown,1,4xx,0,0.0,0,0,0,1,1,5.147494476813453,5.986452005284438,5.420534999272286,dv,0,1.0986122886681096,1,0.6931471805599453,1,1,3.9318256327243257,0,1,1
181.174.165.110,North America,24,8.408716715080153,0,2.70805020110221,1,1,nginx,1,3xx,1,7.413970290190444,1,1,0,1,1,3.58351893845611,5.902633333401366,5.799092654460526,unknown,0,0.6931471805599453,0,0.0,1,0,1.6094379124341003,0,1,1
103.153.182.197,North America,23,0.0,1,3.1780538303479458,1,1,apache,1,2xx,0,7.4999765409521215,0,1,1,1,1,6.222576268071369,4.51085950651685,0.0,dv,1,0.6931471805599453,0,0.6931471805599453,1,1,3.9318256327243257,1,1,1
172.67.142.242,North America,20,8.300280189852664,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.537334267018537,0,1,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,1,1,1
101.32.98.175,Asia,20,0.0,0,1.3862943611198906,1,1,nginx,1,4xx,0,5.0369526024136295,0,1,0,1,1,4.394449154672439,5.905361848054571,5.655991810819852,dv,0,1.0986122886681096,1,1.3862943611198906,1,0,0.6931471805599453,0,1,1
47.243.89.52,Asia,16,5.44673737166631,0,1.6094379124341003,1,1,nginx,1,3xx,1,7.190676034332207,1,1,0,1,1,3.4657359027997265,4.51085950651685,4.07753744390572,dv,1,4.3694478524670215,0,0.6931471805599453,1,0,2.70805020110221,0,1,1
172.67.183.83,North America,20,8.300280189852664,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.537334267018537,0,1,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,1,1,1
216.40.34.41,North America,24,9.148358579620302,0,0.6931471805599453,1,0,unknown,1,4xx,0,0.0,0,0,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,0,1,1
170.75.163.162,North America,20,8.36264243156764,0,1.3862943611198906,1,1,apache,1,2xx,0,10.853077654811209,0,1,0,1,1,4.3694478524670215,4.51085950651685,2.4849066497880004,dv,1,0.6931471805599453,0,0.6931471805599453,1,1,1.3862943611198906,0,1,1
78.47.146.138,Europe,15,8.606302366488013,0,1.6094379124341003,1,1,apache,1,2xx,0,8.938794081433805,0,1,0,1,1,3.8712010109078907,4.51085950651685,3.7612001156935624,dv,1,1.3862943611198906,1,0.6931471805599453,1,1,3.9318256327243257,0,1,1
188.114.96.7,North America,24,8.240648863374913,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.0238805208462765,1,1,0,1,1,3.8918202981106265,4.51085950651685,3.7376696182833684,dv,0,1.0986122886681096,1,1.0986122886681096,1,0,3.9318256327243257,1,1,1
64.29.17.67,North America,24,6.376726947898627,0,1.0986122886681096,1,1,unknown,1,3xx,1,2.772588722239781,1,0,0,1,1,3.7376696182833684,4.51085950651685,3.8918202981106265,dv,1,0.6931471805599453,0,0.6931471805599453,1,0,3.9318256327243257,1,1,1
185.27.134.102,Europe,22,8.446985296372741,0,0.0,0,0,unknown,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,1,1,1
178.211.133.15,Europe,24,7.312553498102598,0,3.2188758248682006,0,1,other,1,4xx,0,5.225746673713202,1,1,0,0,1,3.784189633918261,4.51085950651685,3.8501476017100584,dv,1,1.0986122886681096,1,0.6931471805599453,1,1,3.9318256327243257,0,1,1
104.26.11.157,North America,20,8.379997952238393,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.537334267018537,0,1,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,0,1,1
50.6.206.247,North America,24,8.63550941823428,1,2.9444389791664403,1,1,apache,1,2xx,0,5.099866427824199,1,1,1,1,1,3.5553480614894135,4.51085950651685,4.02535169073515,dv,1,1.0986122886681096,1,0.6931471805599453,1,1,3.9318256327243257,0,1,1
31.22.4.234,Europe,24,8.541690663016626,0,0.6931471805599453,0,0,unknown,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,3.9318256327243257,1,1,1
162.159.138.60,North America,19,8.448485993406447,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.0238805208462765,0,1,0,1,1,3.970291913552122,4.51085950651685,3.6635616461296463,dv,0,1.0986122886681096,1,1.0986122886681096,1,0,3.9318256327243257,1,1,0
150.171.28.10,North America,16,8.23031079913502,0,1.0986122886681096,1,1,unknown,1,4xx,0,5.272999558563747,1,0,0,1,1,3.9889840465642745,5.198497031265826,4.844187086458591,ov,0,0.6931471805599453,1,0.6931471805599453,1,0,3.9318256327243257,1,1,0
216.239.32.29,North America,24,9.130539301772627,0,1.0986122886681096,1,1,unknown,1,3xx,1,5.3981627015177525,1,1,0,1,1,8.313852267398207,8.608860379942062,7.24422751560335,unknown,0,0.6931471805599453,0,0.0,1,1,3.9318256327243257,0,1,0
150.171.22.12,North America,16,8.23031079913502,0,1.0986122886681096,1,1,unknown,1,4xx,0,5.272999558563747,1,0,0,1,1,4.143134726391533,5.198497031265826,4.770684624465665,ov,0,0.6931471805599453,1,0.6931471805599453,1,0,2.833213344056216,0,1,0
87.240.132.72,Europe,18,8.685077700412423,0,1.0986122886681096,1,1,unknown,1,4xx,0,5.5254529391317835,0,1,0,1,1,0.0,0.0,0.0,none,0,0.0,0,0.0,0,1,3.9318256327243257,0,1,0
170.114.52.2,North America,24,7.576097340623111,1,1.0986122886681096,1,1,cloudflare,1,4xx,0,5.0238805208462765,1,1,0,1,1,4.174387269895637,5.905361848054571,5.71042701737487,ov,0,1.0986122886681096,1,1.0986122886681096,1,0,3.9318256327243257,0,1,0
17.253.144.10,North America,24,9.480825419599443,0,1.0986122886681096,1,1,unknown,1,4xx,0,5.662960480135946,1,1,0,1,1,3.091042453358316,4.454347296253507,4.174387269895637,ev,0,0.6931471805599453,0,1.0986122886681096,1,0,3.9318256327243257,1,1,0
13.107.138.10,North America,14,8.293049139768444,0,1.0986122886681096,1,1,unknown,1,4xx,0,5.293304824724492,1,0,0,1,1,3.9889840465642745,5.198497031265826,4.844187086458591,ov,0,0.6931471805599453,1,0.6931471805599453,1,0,3.9318256327243257,1,1,0
151.101.2.132,North America,22,8.211754397375197,0,1.0986122886681096,1,1,other,1,4xx,0,5.676753802268282,1,0,0,1,1,5.123963979403259,5.986452005284438,5.438079308923196,dv,0,0.6931471805599453,0,0.6931471805599453,1,0,3.9318256327243257,1,1,0
192.0.78.17,North America,24,8.48714627006394,0,1.0986122886681096,1,1,nginx,1,3xx,1,0.0,1,1,0,1,1,4.007333185232471,4.51085950651685,3.58351893845611,dv,1,1.0986122886681096,1,0.6931471805599453,1,0,3.9318256327243257,0,1,0
111.63.65.247,Asia,20,0.0,0,1.0986122886681096,1,1,unknown,1,3xx,1,4.060443010546419,0,1,0,1,1,5.472270673671475,5.986452005284438,5.075173815233827,ov,0,3.9889840465642745,1,1.0986122886681096,1,0,3.9318256327243257,1,1,0
35.186.247.156,North America,16,8.14060704285845,1,0.6931471805599453,1,0,unknown,1,3xx,1,0.0,0,1,0,1,0,0.0,0.0,0.0,none,0,0.0,0,0.0,0,0,3.9318256327243257,0,1,0
162.159.133.234,North America,19,8.448485993406447,1,2.639057329615259,1,1,cloudflare,1,4xx,0,5.0238805208462765,1,1,0,1,1,4.204692619390966,4.51085950651685,3.1780538303479458,dv,0,1.0986122886681096,1,1.0986122886681096,1,0,2.833213344056216,0,1,0
